receptor,ligand,n_db,m_r_lfc,m_r_padj,m_l_lfc,m_l_padj,m_strict,m_relaxed,h_r_lfc,h_r_padj,h_l_lfc,h_l_padj,h_strict,h_relaxed,conservation
CAV1,BST1,3,-61.4683,2.679351521194567e-38,-2.9991,0.028622617469138,no,no,0.2573,0.0093086306966834,-0.1534,1.0,trend,yes,human_only
LILRA4,BST2,3,,,165.8806,0.0,no_data,no_data,2.2623,1.0,0.3573,1.0,no,no,neither
EGFR,BTC,5,9.1206,4.0958356894436235e-295,-1.9016,0.706331046233259,trend,yes,-0.0943,1.0,-0.4203,1.0,no,no,mouse_only
ERBB2,BTC,4,1.3468,5.271955588076474e-42,-1.9016,0.706331046233259,trend,yes,0.3404,0.3745758113382256,-0.4203,1.0,trend,yes,CONSERVED_relaxed
ERBB3,BTC,4,-0.7357,0.9999344575108172,-1.9016,0.706331046233259,no,no,-0.0146,1.0,-0.4203,1.0,no,no,neither
ERBB4,BTC,5,-1.8561,0.9999344575108172,-1.9016,0.706331046233259,no,no,-0.0342,0.1445471920686773,-0.4203,1.0,no,no,neither
CD79A,BTLA,4,-3.0885,0.9999344575108172,-1.1059,0.9999344575108172,no,no,-18.843,1.0,0.8886,1.0,no,no,neither
TNFRSF14,BTLA,5,0.0648,0.1842530134749344,-1.1059,0.9999344575108172,trend,yes,-0.4215,1.0,0.8886,1.0,no,no,mouse_only
VTCN1,BTLA,4,-2.7415,0.0003704987434586,-1.1059,0.9999344575108172,no,no,1.2775,1.0,0.8886,1.0,no,no,neither
CD93,C1QA,4,-15.7329,0.0050928003440419,-36.2451,0.9999344575108172,no,no,0.5064,1.0,0.7392,0.7586465538641444,no,no,neither
CR1,C1QA,3,,,-36.2451,0.9999344575108172,no_data,no_data,1.0482,1.0,0.7392,0.7586465538641444,no,no,neither
CSPG4,C1QA,4,0.7644,2.6782609817448107e-56,-36.2451,0.9999344575108172,trend,yes,0.3859,1.0,0.7392,0.7586465538641444,no,no,mouse_only
LRP1,C1QB,4,-169.3567,0.0,-38.8329,0.9999344575108172,no,no,0.9567,1.6789085456172686e-28,1.168,0.4975299455471276,no,no,neither
AVPR2,C1QTNF1,4,-1.2115,0.9999344575108172,-18.2428,9.924568243993803e-27,no,no,0.2735,1.0,0.7575,8.94092254433151e-07,no,no,neither
MFRP,C1QTNF5,3,20.0958,0.0,20.1554,0.0,no,no,0.0,1.0,0.0,1.0,no,no,neither
C3AR1,C3,5,-4.4359,0.8551561902111556,-434.5801,0.0,no,no,0.67,1.0,0.734,7.235371696018929e-58,no,no,neither
C5AR2,C3,5,0.0545,0.1460847026040693,-434.5801,0.0,trend,yes,0.4191,1.0,0.734,7.235371696018929e-58,no,no,mouse_only
CD19,C3,4,-1.0381,0.9999344575108172,-434.5801,0.0,no,no,-18.5065,1.0,0.734,7.235371696018929e-58,no,no,neither
CD46,C3,4,-0.2175,0.06816970616881,-434.5801,0.0,no,no,0.0935,1.0,0.734,7.235371696018929e-58,no,no,neither
CR1,C3,4,,,-434.5801,0.0,no_data,no_data,1.0482,1.0,0.734,7.235371696018929e-58,no,no,neither
ITGAM,C3,4,-2.1245,0.9999344575108172,-434.5801,0.0,no,no,0.6314,1.0,0.734,7.235371696018929e-58,no,no,neither
ITGAX,C3,4,-1.9555,0.9999344575108172,-434.5801,0.0,no,no,0.505,1.0,0.734,7.235371696018929e-58,no,no,neither
ITGB2,C3,4,-1.8657,0.9999344575108172,-434.5801,0.0,no,no,0.6003,1.0,0.734,7.235371696018929e-58,no,no,neither
LRP1,C3,4,-169.3567,0.0,-434.5801,0.0,no,no,0.9567,1.6789085456172686e-28,0.734,7.235371696018929e-58,no,no,neither
C3AR1,C4A,4,-4.4359,0.8551561902111556,,,no_data,no_data,0.67,1.0,-18.6844,1.0,trend,yes,human_only
C5AR2,C4A,5,0.0545,0.1460847026040693,,,no_data,no_data,0.4191,1.0,-18.6844,1.0,trend,yes,human_only
CR1,C4A,4,,,,,no_data,no_data,1.0482,1.0,-18.6844,1.0,trend,yes,human_only
CD46,C4B,4,-0.2175,0.06816970616881,-38.0181,0.000148295083568,no,no,0.0935,1.0,-20.2079,1.0,trend,yes,human_only
CR1,C4B,4,,,-38.0181,0.000148295083568,no_data,no_data,1.0482,1.0,-20.2079,1.0,trend,yes,human_only
BMPR2,C4BPA,4,15.1217,0.0,,,no_data,no_data,0.029,1.0,1.9872,1.0,no,no,neither
CD40,C4BPA,4,-11.3403,5.593336059600146e-16,,,no_data,no_data,0.2553,1.0,1.9872,1.0,no,no,neither
LRP1,C4BPA,4,-169.3567,0.0,,,no_data,no_data,0.9567,1.6789085456172686e-28,1.9872,1.0,no,no,neither
C5AR1,C5,5,-4.7149,0.5280937919484948,,,no_data,no_data,0.4965,1.0,0.1703,1.0,no,no,neither
C5AR2,C5,5,0.0545,0.1460847026040693,,,no_data,no_data,0.4191,1.0,0.1703,1.0,no,no,neither
CALCR,CALCA,5,-1.8899,0.9999344575108172,-2.9623,0.446792779867413,no,no,0.5591,1.0,19.517,1.0,no,no,neither
CALCRL,CALCA,4,-21.2752,9.839235197893662e-15,-2.9623,0.446792779867413,no,no,0.2452,0.8984122009797305,19.517,1.0,no,no,neither
RAMP1,CALCA,4,-7.3993,0.3043248025235253,-2.9623,0.446792779867413,no,no,0.5577,0.0612324067478036,19.517,1.0,no,no,neither
RAMP2,CALCA,4,-349.871,0.0,-2.9623,0.446792779867413,no,no,0.2429,1.0,19.517,1.0,no,no,neither
CALCR,CALCB,5,-1.8899,0.9999344575108172,-0.0745,0.1718895705598684,no,no,0.5591,1.0,-0.3523,1.0,trend,yes,human_only
CALCRL,CALCB,4,-21.2752,9.839235197893662e-15,-0.0745,0.1718895705598684,no,no,0.2452,0.8984122009797305,-0.3523,1.0,trend,yes,human_only
RAMP1,CALCB,4,-7.3993,0.3043248025235253,-0.0745,0.1718895705598684,no,no,0.5577,0.0612324067478036,-0.3523,1.0,trend,yes,human_only
ITGA2B,CALR,3,2.7611,1.2061150095481729e-49,,,no_data,no_data,0.92,1.0,0.7971,1.3650838078216257e-15,no,no,neither
ITGA3,CALR,4,-1.8104,0.0213997984079524,,,no_data,no_data,0.3865,0.0023087863871003,0.7971,1.3650838078216257e-15,no,no,neither
ITGAV,CALR,4,50.4759,0.0,,,no_data,no_data,0.1033,1.0,0.7971,1.3650838078216257e-15,no,no,neither
LRP1,CALR,4,-169.3567,0.0,,,no_data,no_data,0.9567,1.6789085456172686e-28,0.7971,1.3650838078216257e-15,no,no,neither
MTNR1A,CALR,4,6.8058,0.0002077081737489,,,no_data,no_data,1.038,1.0,0.7971,1.3650838078216257e-15,no,no,neither
SCARF1,CALR,4,-5.3721,0.1635104567554117,,,no_data,no_data,0.2218,1.0,0.7971,1.3650838078216257e-15,no,no,neither
TSHR,CALR,4,0.6516,0.998474528960166,,,no_data,no_data,1.2325,0.7792271653876349,0.7971,1.3650838078216257e-15,no,no,neither
FPR2,CAMP,4,-1.9345,0.9999344575108172,-0.3477,0.1982962855078417,no,no,-0.4192,1.0,-16.5894,1.0,no,no,neither
CCKAR,CCK,5,,,1.7842,0.6250845988464506,no_data,no_data,-17.5033,1.0,1.4336,1.0,no,no,neither
CCKBR,CCK,5,-0.4976,0.9999344575108172,1.7842,0.6250845988464506,no,no,0.9366,1.0,1.4336,1.0,no,no,neither
CCR8,CCL1,5,,,4.3738,0.9999344575108172,no_data,no_data,-16.5845,1.0,0.0,1.0,no,no,neither
ACKR2,CCL11,5,-11.2256,9.569209701368034e-25,-95.6988,3.132304202850238e-100,no,no,1.6637,1.0,0.8332,1.0,no,no,neither
ACKR4,CCL11,4,-53.4961,1.4933037916141104e-117,-95.6988,3.132304202850238e-100,no,no,0.7192,1.0,0.8332,1.0,no,no,neither
CCR2,CCL11,4,-3.4747,0.9999344575108172,-95.6988,3.132304202850238e-100,no,no,-0.1161,1.0,0.8332,1.0,no,no,neither
CCR3,CCL11,5,-0.2833,0.9999344575108172,-95.6988,3.132304202850238e-100,no,no,0.7289,1.0,0.8332,1.0,no,no,neither
CCR5,CCL11,4,-1.9701,0.9999344575108172,-95.6988,3.132304202850238e-100,no,no,-19.9691,1.0,0.8332,1.0,no,no,neither
CXCR3,CCL11,4,-5.1961,0.9999344575108172,-95.6988,3.132304202850238e-100,no,no,2.4483,1.0,0.8332,1.0,no,no,neither
ACKR2,CCL13,5,-11.2256,9.569209701368034e-25,,,no_data,no_data,1.6637,1.0,1.8729,1.0,no,no,neither
ACKR4,CCL13,4,-53.4961,1.4933037916141104e-117,,,no_data,no_data,0.7192,1.0,1.8729,1.0,no,no,neither
CCR1,CCL13,3,-2.4378,0.9999344575108172,,,no_data,no_data,-0.4906,1.0,1.8729,1.0,no,no,neither
CCR2,CCL13,5,-3.4747,0.9999344575108172,,,no_data,no_data,-0.1161,1.0,1.8729,1.0,no,no,neither
CCR3,CCL13,5,-0.2833,0.9999344575108172,,,no_data,no_data,0.7289,1.0,1.8729,1.0,no,no,neither
CCR5,CCL13,4,-1.9701,0.9999344575108172,,,no_data,no_data,-19.9691,1.0,1.8729,1.0,no,no,neither
CXCR3,CCL13,4,-5.1961,0.9999344575108172,,,no_data,no_data,2.4483,1.0,1.8729,1.0,no,no,neither
ACKR2,CCL14,5,-11.2256,9.569209701368034e-25,,,no_data,no_data,1.6637,1.0,0.8621,0.8135710923750941,no,no,neither
CCR1,CCL14,5,-2.4378,0.9999344575108172,,,no_data,no_data,-0.4906,1.0,0.8621,0.8135710923750941,no,no,neither
CCR3,CCL14,5,-0.2833,0.9999344575108172,,,no_data,no_data,0.7289,1.0,0.8621,0.8135710923750941,no,no,neither
CCR5,CCL14,4,-1.9701,0.9999344575108172,,,no_data,no_data,-19.9691,1.0,0.8621,0.8135710923750941,no,no,neither
CCR1,CCL15,5,-2.4378,0.9999344575108172,,,no_data,no_data,-0.4906,1.0,0.0,1.0,no,no,neither
CCR3,CCL15,5,-0.2833,0.9999344575108172,,,no_data,no_data,0.7289,1.0,0.0,1.0,no,no,neither
CCR1,CCL16,5,-2.4378,0.9999344575108172,,,no_data,no_data,-0.4906,1.0,-18.373,1.0,no,no,neither
CCR2,CCL16,5,-3.4747,0.9999344575108172,,,no_data,no_data,-0.1161,1.0,-18.373,1.0,no,no,neither
CCR5,CCL16,4,-1.9701,0.9999344575108172,,,no_data,no_data,-19.9691,1.0,-18.373,1.0,no,no,neither
CCR8,CCL16,5,,,,,no_data,no_data,-16.5845,1.0,-18.373,1.0,no,no,neither
HRH4,CCL16,5,,,,,no_data,no_data,0.1515,1.0,-18.373,1.0,trend,yes,human_only
ACKR1,CCL17,4,-2.7768,0.0796016733928165,6.0302,9.950101798875088e-20,no,no,-1.64,1.0,1.4924,1.0,no,no,neither
CCR4,CCL17,5,-1.5584,0.9999344575108172,6.0302,9.950101798875088e-20,no,no,1.6815,1.0,1.4924,1.0,no,no,neither
CCR8,CCL17,4,,,6.0302,9.950101798875088e-20,no_data,no_data,-16.5845,1.0,1.4924,1.0,no,no,neither
CCR8,CCL18,3,,,,,no_data,no_data,-16.5845,1.0,1.0914,1.0,no,no,neither
ACKR2,CCL19,4,-11.2256,9.569209701368034e-25,-119.8482,6.45912684280857e-224,no,no,1.6637,1.0,0.6735,1.0,no,no,neither
ACKR4,CCL19,5,-53.4961,1.4933037916141104e-117,-119.8482,6.45912684280857e-224,no,no,0.7192,1.0,0.6735,1.0,no,no,neither
CCR10,CCL19,4,-0.4527,0.9999344575108172,-119.8482,6.45912684280857e-224,no,no,0.2108,1.0,0.6735,1.0,no,no,neither
CCR7,CCL19,5,-3.3467,0.9999344575108172,-119.8482,6.45912684280857e-224,no,no,0.5457,1.0,0.6735,1.0,no,no,neither
CCRL2,CCL19,5,-13.5861,2.9792625355921767e-18,-119.8482,6.45912684280857e-224,no,no,1.1154,1.0,0.6735,1.0,no,no,neither
CXCR3,CCL19,4,-5.1961,0.9999344575108172,-119.8482,6.45912684280857e-224,no,no,2.4483,1.0,0.6735,1.0,no,no,neither
ACKR1,CCL2,5,-2.7768,0.0796016733928165,-58.3644,1.1449323987238783e-14,no,no,-1.64,1.0,-0.4837,1.0,no,no,neither
ACKR2,CCL2,5,-11.2256,9.569209701368034e-25,-58.3644,1.1449323987238783e-14,no,no,1.6637,1.0,-0.4837,1.0,trend,yes,human_only
ACKR4,CCL2,4,-53.4961,1.4933037916141104e-117,-58.3644,1.1449323987238783e-14,no,no,0.7192,1.0,-0.4837,1.0,trend,yes,human_only
CCR1,CCL2,4,-2.4378,0.9999344575108172,-58.3644,1.1449323987238783e-14,no,no,-0.4906,1.0,-0.4837,1.0,no,no,neither
CCR10,CCL2,4,-0.4527,0.9999344575108172,-58.3644,1.1449323987238783e-14,no,no,0.2108,1.0,-0.4837,1.0,trend,yes,human_only
CCR2,CCL2,5,-3.4747,0.9999344575108172,-58.3644,1.1449323987238783e-14,no,no,-0.1161,1.0,-0.4837,1.0,no,no,neither
CCR3,CCL2,4,-0.2833,0.9999344575108172,-58.3644,1.1449323987238783e-14,no,no,0.7289,1.0,-0.4837,1.0,trend,yes,human_only
CCR4,CCL2,4,-1.5584,0.9999344575108172,-58.3644,1.1449323987238783e-14,no,no,1.6815,1.0,-0.4837,1.0,trend,yes,human_only
CCR5,CCL2,4,-1.9701,0.9999344575108172,-58.3644,1.1449323987238783e-14,no,no,-19.9691,1.0,-0.4837,1.0,no,no,neither
CCR6,CCL20,5,0.2418,0.9999344575108172,4.7442,0.9999344575108172,no,no,0.9048,1.0,-17.467,1.0,trend,yes,human_only
CXCR3,CCL20,4,-5.1961,0.9999344575108172,4.7442,0.9999344575108172,no,no,2.4483,1.0,-17.467,1.0,trend,yes,human_only
ACKR2,CCL21,4,-11.2256,9.569209701368034e-25,,,no_data,no_data,1.6637,1.0,-0.0911,1.0,trend,yes,human_only
ACKR4,CCL21,5,-53.4961,1.4933037916141104e-117,,,no_data,no_data,0.7192,1.0,-0.0911,1.0,trend,yes,human_only
CCR7,CCL21,5,-3.3467,0.9999344575108172,,,no_data,no_data,0.5457,1.0,-0.0911,1.0,trend,yes,human_only
CXCR3,CCL21,3,-5.1961,0.9999344575108172,,,no_data,no_data,2.4483,1.0,-0.0911,1.0,trend,yes,human_only
CCR4,CCL22,5,-1.5584,0.9999344575108172,-3.6372,0.9999344575108172,no,no,1.6815,1.0,1.7687,1.0,no,no,neither
CCR1,CCL23,5,-2.4378,0.9999344575108172,,,no_data,no_data,-0.4906,1.0,-17.5666,1.0,no,no,neither
CCR2,CCL24,4,-3.4747,0.9999344575108172,-2.679,0.7268996801611319,no,no,-0.1161,1.0,1.1781,1.0,no,no,neither
CCR3,CCL24,5,-0.2833,0.9999344575108172,-2.679,0.7268996801611319,no,no,0.7289,1.0,1.1781,1.0,no,no,neither
ACKR2,CCL25,4,-11.2256,9.569209701368034e-25,1.9971,4.558306711984304e-65,no,no,1.6637,1.0,0.1178,1.0,no,no,neither
ACKR4,CCL25,5,-53.4961,1.4933037916141104e-117,1.9971,4.558306711984304e-65,no,no,0.7192,1.0,0.1178,1.0,no,no,neither
CCR10,CCL25,4,-0.4527,0.9999344575108172,1.9971,4.558306711984304e-65,no,no,0.2108,1.0,0.1178,1.0,no,no,neither
CCR9,CCL25,5,-1.222,0.9999344575108172,1.9971,4.558306711984304e-65,no,no,0.7304,1.0,0.1178,1.0,no,no,neither
CCR1,CCL26,5,-2.4378,0.9999344575108172,,,no_data,no_data,-0.4906,1.0,0.3031,1.0,no,no,neither
CCR2,CCL26,5,-3.4747,0.9999344575108172,,,no_data,no_data,-0.1161,1.0,0.3031,1.0,no,no,neither
CCR3,CCL26,5,-0.2833,0.9999344575108172,,,no_data,no_data,0.7289,1.0,0.3031,1.0,no,no,neither
ACKR2,CCL27,4,-11.2256,9.569209701368034e-25,,,no_data,no_data,1.6637,1.0,1.7743,1.0,no,no,neither
CCR10,CCL27,5,-0.4527,0.9999344575108172,,,no_data,no_data,0.2108,1.0,1.7743,1.0,no,no,neither
ACKR2,CCL28,4,-11.2256,9.569209701368034e-25,-0.9665,0.9999344575108172,no,no,1.6637,1.0,0.3867,1.0,no,no,neither
CCR10,CCL28,5,-0.4527,0.9999344575108172,-0.9665,0.9999344575108172,no,no,0.2108,1.0,0.3867,1.0,no,no,neither
CCR3,CCL28,4,-0.2833,0.9999344575108172,-0.9665,0.9999344575108172,no,no,0.7289,1.0,0.3867,1.0,no,no,neither
ACKR2,CCL3,5,-11.2256,9.569209701368034e-25,-3.83,0.9999344575108172,no,no,1.6637,1.0,-21.3065,1.0,trend,yes,human_only
CCR1,CCL3,5,-2.4378,0.9999344575108172,-3.83,0.9999344575108172,no,no,-0.4906,1.0,-21.3065,1.0,no,no,neither
CCR3,CCL3,5,-0.2833,0.9999344575108172,-3.83,0.9999344575108172,no,no,0.7289,1.0,-21.3065,1.0,trend,yes,human_only
CCR4,CCL3,4,-1.5584,0.9999344575108172,-3.83,0.9999344575108172,no,no,1.6815,1.0,-21.3065,1.0,trend,yes,human_only
CCR5,CCL3,5,-1.9701,0.9999344575108172,-3.83,0.9999344575108172,no,no,-19.9691,1.0,-21.3065,1.0,no,no,neither
ACKR2,CCL3L1,4,-11.2256,9.569209701368034e-25,,,no_data,no_data,1.6637,1.0,,,no_data,no_data,neither
CCR1,CCL3L1,4,-2.4378,0.9999344575108172,,,no_data,no_data,-0.4906,1.0,,,no_data,no_data,neither
CCR3,CCL3L1,4,-0.2833,0.9999344575108172,,,no_data,no_data,0.7289,1.0,,,no_data,no_data,neither
CCR5,CCL3L1,4,-1.9701,0.9999344575108172,,,no_data,no_data,-19.9691,1.0,,,no_data,no_data,neither
ACKR2,CCL4,5,-11.2256,9.569209701368034e-25,-0.9086,0.8938993340165613,no,no,1.6637,1.0,0.2965,1.0,no,no,neither
CCR1,CCL4,4,-2.4378,0.9999344575108172,-0.9086,0.8938993340165613,no,no,-0.4906,1.0,0.2965,1.0,no,no,neither
CCR3,CCL4,4,-0.2833,0.9999344575108172,-0.9086,0.8938993340165613,no,no,0.7289,1.0,0.2965,1.0,no,no,neither
CCR5,CCL4,5,-1.9701,0.9999344575108172,-0.9086,0.8938993340165613,no,no,-19.9691,1.0,0.2965,1.0,no,no,neither
CCR8,CCL4,4,,,-0.9086,0.8938993340165613,no_data,no_data,-16.5845,1.0,0.2965,1.0,no,no,neither
ACKR1,CCL5,5,-2.7768,0.0796016733928165,10.9371,2.3901952024590767e-05,no,no,-1.64,1.0,0.4816,1.0,no,no,neither
ACKR2,CCL5,5,-11.2256,9.569209701368034e-25,10.9371,2.3901952024590767e-05,no,no,1.6637,1.0,0.4816,1.0,no,no,neither
ACKR4,CCL5,3,-53.4961,1.4933037916141104e-117,10.9371,2.3901952024590767e-05,no,no,0.7192,1.0,0.4816,1.0,no,no,neither
CCR1,CCL5,5,-2.4378,0.9999344575108172,10.9371,2.3901952024590767e-05,no,no,-0.4906,1.0,0.4816,1.0,no,no,neither
CCR3,CCL5,5,-0.2833,0.9999344575108172,10.9371,2.3901952024590767e-05,no,no,0.7289,1.0,0.4816,1.0,no,no,neither
CCR4,CCL5,5,-1.5584,0.9999344575108172,10.9371,2.3901952024590767e-05,no,no,1.6815,1.0,0.4816,1.0,no,no,neither
CCR5,CCL5,5,-1.9701,0.9999344575108172,10.9371,2.3901952024590767e-05,no,no,-19.9691,1.0,0.4816,1.0,no,no,neither
CXCR3,CCL5,4,-5.1961,0.9999344575108172,10.9371,2.3901952024590767e-05,no,no,2.4483,1.0,0.4816,1.0,no,no,neither
GPR75,CCL5,5,0.5731,0.9999344575108172,10.9371,2.3901952024590767e-05,no,no,0.0,1.0,0.4816,1.0,no,no,neither
SDC1,CCL5,4,53.4222,0.0,10.9371,2.3901952024590767e-05,no,no,3.2825,1.0,0.4816,1.0,no,no,neither
SDC4,CCL5,4,-41.4204,4.156289274478787e-26,10.9371,2.3901952024590767e-05,no,no,0.6729,0.0003309302353757,0.4816,1.0,no,no,neither
ACKR1,CCL7,4,-2.7768,0.0796016733928165,-33.0397,0.1908751695748251,no,no,-1.64,1.0,-16.9899,1.0,no,no,neither
ACKR2,CCL7,5,-11.2256,9.569209701368034e-25,-33.0397,0.1908751695748251,no,no,1.6637,1.0,-16.9899,1.0,trend,yes,human_only
ACKR4,CCL7,4,-53.4961,1.4933037916141104e-117,-33.0397,0.1908751695748251,no,no,0.7192,1.0,-16.9899,1.0,trend,yes,human_only
CCR1,CCL7,5,-2.4378,0.9999344575108172,-33.0397,0.1908751695748251,no,no,-0.4906,1.0,-16.9899,1.0,no,no,neither
CCR10,CCL7,4,-0.4527,0.9999344575108172,-33.0397,0.1908751695748251,no,no,0.2108,1.0,-16.9899,1.0,trend,yes,human_only
CCR2,CCL7,5,-3.4747,0.9999344575108172,-33.0397,0.1908751695748251,no,no,-0.1161,1.0,-16.9899,1.0,no,no,neither
CCR3,CCL7,5,-0.2833,0.9999344575108172,-33.0397,0.1908751695748251,no,no,0.7289,1.0,-16.9899,1.0,trend,yes,human_only
CCR5,CCL7,5,-1.9701,0.9999344575108172,-33.0397,0.1908751695748251,no,no,-19.9691,1.0,-16.9899,1.0,no,no,neither
CXCR3,CCL7,4,-5.1961,0.9999344575108172,-33.0397,0.1908751695748251,no,no,2.4483,1.0,-16.9899,1.0,trend,yes,human_only
ACKR1,CCL8,4,-2.7768,0.0796016733928165,-6.3429,2.906160091944247e-23,no,no,-1.64,1.0,-0.3895,1.0,no,no,neither
ACKR2,CCL8,5,-11.2256,9.569209701368034e-25,-6.3429,2.906160091944247e-23,no,no,1.6637,1.0,-0.3895,1.0,trend,yes,human_only
ACKR4,CCL8,4,-53.4961,1.4933037916141104e-117,-6.3429,2.906160091944247e-23,no,no,0.7192,1.0,-0.3895,1.0,trend,yes,human_only
CCR1,CCL8,5,-2.4378,0.9999344575108172,-6.3429,2.906160091944247e-23,no,no,-0.4906,1.0,-0.3895,1.0,no,no,neither
CCR2,CCL8,5,-3.4747,0.9999344575108172,-6.3429,2.906160091944247e-23,no,no,-0.1161,1.0,-0.3895,1.0,no,no,neither
CCR3,CCL8,5,-0.2833,0.9999344575108172,-6.3429,2.906160091944247e-23,no,no,0.7289,1.0,-0.3895,1.0,trend,yes,human_only
CCR5,CCL8,5,-1.9701,0.9999344575108172,-6.3429,2.906160091944247e-23,no,no,-19.9691,1.0,-0.3895,1.0,no,no,neither
ITGA5,CCN1,4,17.4686,8.270553119411679e-238,-156.3676,1.3397951598724683e-235,yes,yes,0.3136,1.0,-0.8004,0.000373391905213,trend,yes,CONSERVED_relaxed
ITGAM,CCN1,4,-2.1245,0.9999344575108172,-156.3676,1.3397951598724683e-235,no,no,0.6314,1.0,-0.8004,0.000373391905213,trend,yes,human_only
ITGAV,CCN1,4,50.4759,0.0,-156.3676,1.3397951598724683e-235,yes,yes,0.1033,1.0,-0.8004,0.000373391905213,trend,yes,CONSERVED_relaxed
ITGB2,CCN1,4,-1.8657,0.9999344575108172,-156.3676,1.3397951598724683e-235,no,no,0.6003,1.0,-0.8004,0.000373391905213,trend,yes,human_only
ITGB3,CCN1,4,4.5739,4.016441041116983e-40,-156.3676,1.3397951598724683e-235,yes,yes,0.295,1.0,-0.8004,0.000373391905213,trend,yes,CONSERVED_relaxed
ITGB5,CCN1,4,150.6471,0.0,-156.3676,1.3397951598724683e-235,yes,yes,-0.0112,1.0,-0.8004,0.000373391905213,no,no,mouse_only
ERBB4,CCN2,3,-1.8561,0.9999344575108172,,,no_data,no_data,-0.0342,0.1445471920686773,-0.6087,0.0744819549320058,no,no,neither
ITGA5,CCN2,4,17.4686,8.270553119411679e-238,,,no_data,no_data,0.3136,1.0,-0.6087,0.0744819549320058,trend,yes,human_only
ITGAM,CCN2,4,-2.1245,0.9999344575108172,,,no_data,no_data,0.6314,1.0,-0.6087,0.0744819549320058,trend,yes,human_only
ITGB2,CCN2,4,-1.8657,0.9999344575108172,,,no_data,no_data,0.6003,1.0,-0.6087,0.0744819549320058,trend,yes,human_only
LRP1,CCN2,4,-169.3567,0.0,,,no_data,no_data,0.9567,1.6789085456172686e-28,-0.6087,0.0744819549320058,trend,yes,human_only
LRP6,CCN2,4,12.8705,0.0,,,no_data,no_data,0.1581,0.8107383351178986,-0.6087,0.0744819549320058,trend,yes,human_only
NTRK1,CCN2,4,-3.0045,7.380039166021992e-09,,,no_data,no_data,1.4257,1.0,-0.6087,0.0744819549320058,trend,yes,human_only
NOTCH1,CCN3,4,4.3951,2.465241393848366e-183,48.0375,0.0,no,no,0.7993,0.6606492981719543,-0.23,1.0,trend,yes,human_only
ITGA4,CD14,4,-0.6264,0.771398107833967,-10.2295,9.33005481645319e-11,no,no,-0.2517,1.0,-0.3121,1.0,no,no,neither
ITGB1,CD14,4,334.4704,0.0,-10.2295,9.33005481645319e-11,yes,yes,0.4347,3.774832503484081e-07,-0.3121,1.0,trend,yes,CONSERVED_relaxed
TNFRSF14,CD160,3,0.0648,0.1842530134749344,-3.0899,0.9999344575108172,trend,yes,-0.4215,1.0,1.7933,1.0,no,no,mouse_only
CD200R1,CD200,3,-1.7814,0.9999344575108172,26.4968,0.0,no,no,-0.6496,1.0,0.1171,0.4414421440600171,no,no,neither
SELP,CD24,5,0.909,0.2294712537033988,,,no_data,no_data,-0.7594,1.0,-18.6912,1.0,no,no,neither
CD80,CD274,3,4.2401,9.106379873664184e-51,-2.5585,0.983008971060292,trend,yes,1.4472,1.0,0.2729,1.0,no,no,mouse_only
PDCD1,CD274,3,-2.419,0.975593031032922,-2.5585,0.983008971060292,no,no,0.1776,1.0,0.2729,1.0,no,no,neither
SELL,CD34,5,-2.2928,0.9999344575108172,,,no_data,no_data,0.8703,1.0,-0.3943,0.2655300124532878,trend,yes,human_only
SELP,CD34,4,0.909,0.2294712537033988,,,no_data,no_data,-0.7594,1.0,-0.3943,0.2655300124532878,no,no,neither
CD40,CD40LG,5,-11.3403,5.593336059600146e-16,-23.8445,0.9999344575108172,no,no,0.2553,1.0,-17.3455,1.0,trend,yes,human_only
ADGRE5,CD55,5,-10.8777,1.9238447736319696e-65,-98.4144,0.0,no,no,1.2854,0.0425118995657847,-0.5262,0.0080465799391077,yes,yes,human_only
CR1,CD55,3,,,-98.4144,0.0,no_data,no_data,1.0482,1.0,-0.5262,0.0080465799391077,trend,yes,human_only
CD2,CD58,3,0.1121,0.7154450520515505,,,no_data,no_data,0.1806,1.0,-0.4683,0.4036113026583265,trend,yes,human_only
CD5,CD5L,4,-4.0261,0.9999344575108172,-3.0703,0.9999344575108172,no,no,2.1362,1.0,2.1424,1.0,no,no,neither
ALCAM,CD6,3,-3.8543,0.0013979838508276,-2.312,0.9999344575108172,no,no,-0.1679,1.0,-0.1752,1.0,no,no,neither
CD27,CD70,5,-1.4391,0.9999344575108172,2.6391,0.9999344575108172,no,no,1.4558,1.0,-1.8624,1.0,trend,yes,human_only
CD28,CD86,3,-2.3088,0.8902789787748484,-2.4822,0.9999344575108172,no,no,0.0266,1.0,0.1048,1.0,no,no,neither
CTLA4,CD86,3,-2.2564,0.9999344575108172,-2.4822,0.9999344575108172,no,no,2.2081,1.0,0.1048,1.0,no,no,neither
PILRA,CD99,3,0.1936,0.3436037035932938,,,no_data,no_data,0.1182,1.0,0.5499,1.358525727797148e-09,no,no,neither
EGFR,CDH1,4,9.1206,4.0958356894436235e-295,-2.4082,0.8564981785505362,trend,yes,-0.0943,1.0,-1.2691,1.0,no,no,mouse_only
IGF1R,CDH1,4,-0.0545,2.1663773637408098e-159,-2.4082,0.8564981785505362,no,no,0.0438,1.0,-1.2691,1.0,trend,yes,human_only
ITGAE,CDH1,4,-0.3533,0.9999344575108172,-2.4082,0.8564981785505362,no,no,0.5818,0.5324843074405392,-1.2691,1.0,trend,yes,human_only
