ligand,receptor
Dkk1,Lrp4
Dkk2,Kremen1
Dkk2,Lrp5
Dkk4,Kremen1
Dkk4,Kremen2
Dnajb11,Prtg
Dspp,Itgb6
Ecm1,Itgb4
Edil3,Itgb3
Il1rapl1,Ptprd
Efna5,Ephb6
Enam,Cd63
Epo,Crlf3
F10,F3
Fam3d,Fpr1
Fam3d,Fpr2
Fgb,Itga5
Fgg,Itga5
Fgg,Itgav
Fndc5,Itgav
Fndc5,Itgb5
Fzd8,Ckap4
Gdf1,Acvr1
Gdf1,Bmpr1a
Gdf1,Bmpr2
Il1rapl1,Ptprf
Il26,Il20rb
Gdf2,Acvr2b
Gdf3,Cripto
Gdf5,Ror2
Gnai2,Adra2b
Adra2b,Gnai2
Gnai2,Agtr2
Agtr2,Gnai2
Tff3,Ackr3
Gnai2,Cnr1
Gnai2,Ednra
Gnai2,Egfr
Havcr1,Cd300lb
Hbegf,Cd9
Hgf,St14
Hla-c,Lilra3
Klrd1,Hla-e
Hla-g,Klrd1
Klrd1,Hla-g
Hmgb1,Sdc1
Hras,Agtr1
Agtr1,Hras
Hspg2,Itgb1
Icam4,Itga2b
Ifnl4,Ifnlr1
Ifnl4,Il10rb
Il16,Grin2d
Il16,Kcnj15
Ptprd,Il1rapl1
Itgb2,Thy1
Kng1,Gpr135
Ptprz1,L1cam
L1cam,Ptprz1
Lama1,Itgb1
Lama2,Dag1
Leap2,Ghsr
Lgi1,Adam11
Lgi1,Adam22
Lgi1,Adam23
Lgi1,Rtn4r
Lgi2,Adam11
Lgi2,Adam22
Lgi2,Adam23
Lgi3,Adam22
Lgi3,Adam23
Lgi3,Flot1
Lgi3,Stx1a
Lgi4,Adam11
Lgi4,Adam22
Lgi4,Adam23
Htr2c,Lin7c
Lin7c,Htr2c
Ltf,Lrp11
Ly86,Cd180
Matn1,Itgb1
Nectin4,Tigit
Mfge8,Itgav
Mmp9,Ephb2
Msmp,Ccr2
Muc2,Agr2
Myl9,Cd69
Myoc,Fzd1
Nampt,Insr
Myoc,Fzd10
Myoc,Fzd3
Myoc,Fzd4
Myoc,Fzd7
Ncam1,Robo3
Nell2,Robo3
Nppb,Npr2
Ntn1,Mcam
Ntrk3,Ptprd
Ntrk3,Ptprf
Nxph1,Nrxn2
Spon1,Lrp8
Nxph3,Nrxn1
Nxph3,Nrxn2
Nxph3,Nrxn3
Omg,Tnfrsf1b
Pdcd1lg2,Rgmb
Pglyrp1,Trem1
Pla2g10,Pla2r1
Pla2g2a,Itga4
Pla2g2a,Itga5
Pla2g2a,Itgav
Pla2g2a,Itgb1
Pla2g2a,Itgb3
Plau,St14
Plg,F3
Postn,Ptk7
Prnd,Rpsa
Proc,Tek
Ptdss1,Jmjd6
Jmjd6,Ptdss1
Ptdss1,Scarb1
Scarb1,Ptdss1
Ptma,Vipr1
Ptn,Plxnb2
Pvr,Pvrig
Qrfp,P2ry14
Rbp3,Notch1
Reln,Itga3
Rspo2,Rnf43
Rspo3,Fzd8
Rspo3,Lrp6
Rtn4,S1pr2
Sdc2,Ptprj
Sectm1,Cd7
Tyrobp,Sema6d
Spon2,Itga4
Spon2,Itga5
Serping1,Lrp1
Sfrp1,Fzd2
Sirpb2,Cd47
Spon2,Itgb1
Tcn1,Cd320
Slit1,Sdc1
Slit2,App
Slit3,Robo4
Slitrk3,Ptprs
Slitrk5,Ptprd
Snca,Lag3
Sostdc1,Lrp4
Sostdc1,Lrp5
Sostdc1,Lrp6
Spon1,App
Tnc,Cntn1
Tnfsf12,Cd163
Tor2a,Atp5f1b
Vegfc,Vipr2
Wnt1,Fzd10
Wnt10b,Fzd7
Wnt11,Fzd8
Wnt16,Fzd2
Wnt16,Lrp5
Wnt2,Fzd5
Wnt2,Fzd7
Wnt2b,Fzd7
Wnt5a,Fzd7
Wnt6,Fzd7
Wnt8a,Fzd4
Zp3,Mertk
Spp1,S1pr1
Lama1,Tmprss6
Wnt8b,Fzd2
Il25,Il17ra
Wnt9b,Fzd7
Wnt9b,Fzd1
Efemp2,Lingo1
Serpina7,Slc16a2
Wnt16,Fzd5
Wnt16,Lrp6
Wnt3,Fzd3
Wnt7a,Fzd6
Wnt3,Fzd6
Wnt6,Fzd6
Wnt6,Lrp6
Psap,Celsr1
Wnt5b,Fzd9
Wnt9a,Fzd2
Wnt7a,Fzd2
Wnt8a,Fzd10
Wnt8b,Fzd1
Wnt8b,Fzd3
Bmp3,Bmpr2
Wnt7b,Fzd6
Wnt7b,Fzd9
Wnt9a,Fzd9
Wnt4,Fzd4
Ccn2,Erbb4
Wnt8a,Fzd9
Efemp2,Catsper1
Wnt3a,Fzd9
Il16,Kcnd1
Wnt2b,Fzd8
Wnt2b,Fzd1
Wnt9b,Fzd9
Wnt16,Fzd10
Wnt8a,Fzd6
Mstn,Acvr2a
Wnt7b,Fzd3
Wnt9b,Fzd3
Sytl3,Nrxn1
Col1a1,Tmprss6
Wnt9b,Fzd6
Wnt6,Fzd2
Bmp3,Bmpr1b
Wnt4,Fzd10
Wnt6,Fzd3
Wnt7a,Fzd3
Bmp3,Bmpr1a
Wnt2b,Fzd2
Wnt8a,Fzd7
Fn1,Tmprss6
Krtap4-12,Plscr4
Il16,Kcna3
Wnt16,Fzd9
Lrp1b,Plaur
Wnt8b,Fzd4
Krtap4-12,Lingo1
Wnt2b,Fzd9
Ccl5,Ackr4
Wnt1,Fzd6
Wnt4,Fzd7
Adcyap1,Dpp4
Itgam,Icam1
Npy,Mc4r
Gdf9,Fxyd6
Il16,Kcnd2
Wnt6,Fzd5
Thbs1,Itgav
Wnt16,Fzd7
Wnt6,Fzd1
Wnt8a,Fzd3
Wnt4,Fzd5
Wnt2b,Fzd3
Wnt8b,Fzd7
Wnt8b,Fzd10
Wnt2b,Fzd10
Gdf9,Orai2
Wnt16,Fzd8
Wnt9b,Fzd2
Wnt9a,Fzd3
Wnt8a,Fzd2
Wnt9a,Fzd6
Wnt10a,Fzd7
Wnt8b,Fzd6
Krtap4-12,Cntfr
Wnt6,Fzd9
Wnt16,Fzd3
Wnt4,Fzd3
C4a,Cd46
Ceacam5,Ceacam6
Ceacam6,Ceacam5
Wnt2b,Fzd6
Wnt4,Fzd9
Wnt3,Fzd9
Wnt16,Fzd1
Krtap4-12,Catsper1
Wnt8a,Fzd1
Wnt6,Fzd8
Wnt7a,Fzd4
Wnt8b,Fzd9
Pdap1,Pdgfrb
Olfm2,Robo2
Ptn,Cdh10
Pon2,Htr2a
Wnt16,Fzd4
Krtap4-12,Pdgfrb
Wnt2,Fzd10
Krtap4-12,Cldn2
Wnt6,Fzd10
Il16,Grin2c
Wnt2b,Fzd5
Wnt2,Fzd6
Wnt9a,Fzd7
Gpr15lg,Gpr15
Dusp18,Itgb1
Dusp18,Itga6
Dusp18,Itgb4
Dusp18,Rpsa
Dusp18,Itga3
Dusp18,Cd151
Ace,Agtr2
Ccl18,Erg28
Hras,Grin2d
Hras,Tlr2
Inhbc,Acvr1
Inhbc,Acvr1b
Krtap4-12,Aqp1
Prss23,Tmem222
Abca1,Shank1
Shank1,Abca1
Shbg,Cd177
Vegfa,Ephb2
Ccl11,Ccr1
H3bsr6,Cx3cr1
Fn1,A0a2r8ygi3
Hla-c,Klrd1
Klrd1,Hla-c
Hla-a,Klrd1
Klrd1,Hla-a
Il15,A0a2r8ye73
Il2,A0a2r8ye73
Il6,A0a087wtb5
Il7,A0a2r8ye73
Lama2,A0a0c4dg17
Lamb2,A0a0c4dg17
Nid1,A0a2r8ygi3
Nid2,A0a2r8ygi3
Tnc,Itgb6
C4b,C5ar2
2,C5ar2
Ccl8,Cxcr3
C9jv77,Insr
C4b,C3ar1
2,C3ar1
Ccl3l1,Ccr4
Ccl4l1,Ccr8
Ccl13,Ccr10
Ccl8,Ccr10
Ccl11,Ccr10
Cntf,A0a087wtb5
Cxcl1,Xcr1
Cxcl3,Xcr1
B4dxg7,Epha2
Epha2,B4dxg7
B4dxg7,Epha4
Epha4,B4dxg7
B4dxg7,Epha7
Epha7,B4dxg7
B4dxg7,Epha8
Epha8,B4dxg7
B4dxg7,Ephb1
Ephb1,B4dxg7
F8wcm8,Efnb1
Efnb1,F8wcm8
F8wcm8,Efnb2
Efnb2,F8wcm8
Erbb2,Hla-g
Hla-g,Erbb2
Hla-b,Erbb2
Erbb2,Hla-b
Erbb2,Hla-c
Hla-c,Erbb2
C3w5p5,Hras
Hras,C3w5p5
Icam1,Cd209
Cd209,Icam1
Icam1,Clec4m
Clec4m,Icam1
A0a087wws6,Ifnar2
Il21,A0a2r8ye73
Il4,A0a2r8ye73
Il9,A0a2r8ye73
Lama1,A0a0c4dg17
A0a0a0mr89,Nlgn1
Nlgn1,A0a0a0mr89
A0a0a0mr89,Nlgn2
Nlgn2,A0a0a0mr89
I3ni19,Npbwr1
Ntn4,H0y8r2
Nxph1,A0a0a0mr89
Nxph3,A0a0a0mr89
Penk,Mrgprx3
Penk,Mrgprx2
Penk,Mrgprx4
Pf4v1,Ldlr
Pf4v1,Procr
Pf4v1,Sdc2
Pf4v1,Thbd
Pomc,G3v4f0
Ppy,Npy4r2
A0a0c4dg17,Prnd
Prnd,A0a0c4dg17
E7end6,Procr
E7end6,Thbd
Psap,A0a6i8pl36
Rln3,B4dgp2
Asip,G3v4f0
Shank1,Adgrb2
Shank1,Adgrl2
Alox5ap,Alox5
Ace2,Slc6a19
Sfrp1,Wnt5a
Sfrp2,Wnt3a
Frzb,Wnt3a
Sfrp1,Wnt3a
Sfrp2,Wnt5a
Wif1,Wnt3a
Wif1,Wnt4
Wif1,Wnt5a
Wif1,Wnt5b
Wif1,Wnt7a
Wif1,Wnt9a
Wif1,Wnt11
Sfrp4,Wnt7a
Tnf,Ripk1
Lcn2,Slc22a17
Exoc3-as1,Traf2
Uba52,Erbb2
Uba52,Notch1
Ccl5,Ccrl2
Gnrh2,Gnrhr2
Dag1,Celsr3
L1cam,Ezr
L1cam,L1cam
Uba52,Acvr1
Uba52,Bmpr1b
Uba52,Tgfbr1
Dhh,Gas1
Tyr,Gpr143
Uba52,Fshr
Calm1,Adcy8
Galp,Gpr151
Lgals3,Mertk
Gast,Cckar
Bmp8b,Bmpr1b
Bmp8b,Bmpr2
Csf3,Csf1r
Csf2,Csf1r
Yars1,Cxcr1
Pdgfc,Flt4
Pdgfc,Kdr
Csh2,Prlr
Cshl1,Prlr
Pthlh,Prlhr
Apob,Lrp6
Tnc,Itga2
Crh,Mc2r
Plg,Igf2r
S100a4,Pglyrp1
Faslg,Tnfrsf1a
Hsp90aa1,Lrp1
Plau,Mrc2
Wnt6,Lrp5
Il1f10,Il1rap
Ctsg,F2rl3
Rln1,Rxfp3
Vwf,Itgav
Cyp11a1,Nr1h4
Cyp3a4,Nr1h4
Dhrs9,Pgr
Entpd1,Adora3
Cyp17a1,Ar
Hsd17b6,Nr1h4
Apoa1,Amn
Apoa1,Cubn
Apob,Apobr
Aldh1a1,Crabp2
Aldh1a1,Rara
Aldh1a1,Rxra
Aldh1a1,Rarb
Aldh1a1,Rxrb
Aldh1a1,Rarg
Aldh1a1,Rxrg
Aldh1a1,Rorb
Aldh1a2,Crabp2
Aldh1a2,Rara
Aldh1a2,Rxra
Aldh1a2,Rarb
Aldh1a2,Rxrb
Aldh1a2,Rarg
Aldh1a2,Rxrg
Aldh1a2,Rorb
Aldh1a3,Crabp2
Aldh1a3,Rara
Aldh1a3,Rxra
Aldh1a3,Rarb
Aldh1a3,Rxrb
Aldh1a3,Rarg
Aldh1a3,Rxrg
Aldh1a3,Rorb
Cadm3,Epb41l1
Cyp27b1,Vdr
Cel,Rorc
Dhcr24,Rorc
Lipa,Rorc
Ubash3b,Esr1
Ubash3b,Nr1i2
Dhcr7,Nr1h2
Dhcr7,Nr1h3
Cyp21a2,Nr3c2
Sult1e1,Ppara
Sult1e1,Ppard
Sult1e1,Pparg
Sult2a1,Ppara
Sult2a1,Ppard
Sult2a1,Pparg
Sult1a1,Ppara
Sult1a1,Ppard
Sult1a1,Pparg
Srd5a1,Ar
Srd5a2,Ar
Srd5a3,Ar
Cyp19a1,Esr1
Cyp19a1,Esr2
Cyp19a1,Gper1
Cyp19a1,Nr1i2
Hsd17b1,Esr1
Hsd17b1,Esr2
Hsd17b1,Gper1
Hsd17b1,Nr1i2
Ntn4,Unc5d
Cyp11a1,Nr1i2
Fdx1,Nr1i2
Fdx2,Nr1i2
Fdxr,Nr1i2
Hsd3b1,Catsper1
Hsd3b1,Catsperb
Hsd3b1,Catsperd
Hsd3b1,Catsper2
Hsd3b1,Catsper3
Hsd3b1,Catsper4
Akr1c3,Ptgdr2
Ddc,Htr1a
Ddc,Htr1b
Ddc,Htr1d
Ddc,Htr1e
Ddc,Htr1f
Ddc,Htr2a
Ddc,Htr2b
Ddc,Htr2c
Ddc,Htr3a
Ddc,Htr3b
Ddc,Htr3c
Ddc,Htr3d
Ddc,Htr3e
Ddc,Htr4
Ddc,Htr5a
Ddc,Htr6
Ddc,Htr7
Akr1d1,Ar
Hsd17b12,Ar
Hsd17b3,Ar
Dio3,Thra
Tg,Thra
Dio3,Thrb
Tg,Thrb
App,Slc45a3
Bdnf,Ddr1
Chat,Chrna2
Chat,Chrnb3
C6orf15,Ddr1
Cela3b,Chrm3
Cga,Sirpa
Cgb8,Sirpa
Clec3a,Clec2b
Col2a1,Or1e1
Cxcl13,Htr2a
Ecm1,Cachd1
Egfl8,Ncr3
Gdnf,Slc44a5
Gzmb,Pgrmc1
Hhipl2,Cachd1
Ankrd13c-dt,Chrm3
Hla-c,Ddr1
Hla-c,Slc9c2
Hla-e,Slc16a4
Hspg2,Chrm3
Il10,Sirpg
Il2,Gype
Lgals3bp,Vangl1
Lta,Cachd1
Lta,Ednra
Ltf,Gp9
Ltf,Gpr162
Ly6g5c,Pgap6
Gnrh1,Gnrhr2
Matn1,Ptprd
Mia,Cdh19
Mmp7,Cdh6
Olah,Mog
P4hb,Gpr162
Papln,Nectin4
Papln,Sirpa
Ren,Asic3
Tf,Gpr162
Tgfb1,Cd109
Thpo,Sirpb1
Tnc,Nt5e
Tnf,Slc5a11
Vegfb,Tyro3
Chat,Chrna5
Chat,Chrna6
Chat,Chrna7
Adm,Gper1
Adm2,Gper1
Agrn,Dok7
Agrn,Ptprs
Bmp15,Acvr1b
Gdf2,Acvr1b
Gdf2,Bmpr1b
Slc10a4,Chrna7
Slc18a3,Chrna7
Slc5a7,Chrna3
Slc5a7,Chrnb4
Slc5a7,Chrna7
Cgb1,Lhcgr
Cgb2,Lhcgr
Cgb7,Lhcgr
Gpr15lg,Susd2
Csf2,Csf2
Shmt1,Glra2
Slc6a5,Glra2
Slc6a9,Glra2
Shmt2,Glra2
Ihh,Gas1
Igf1,Gpc3
Ifna10,Ifna2
Ifna14,Ifna2
Ifna16,Ifna2
Ifna17,Ifna2
Ifna2,Ifna2
Ifna21,Ifna2
Ifna4,Ifna2
Ifna5,Ifna2
Ifna6,Ifna2
Ifna7,Ifna2
Ifna8,Ifna2
Ifnb1,Ifna2
Ifne,Ifna2
Ifng,Ifng
Ifnk,Ifna2
Ifnl3,Ifnl3
Ifnw1,Ifna2
Il13,Il13
Il15,Il15
Il18,Il18
Il1a,Il1b
Il1b,Il1b
Il1rn,Il1b
Il1rn,Il1rap
Il2,Il2
Il22,Il22
Il36rn,Il1rap
Il4,Il13
Il6,Il6
Raet1g,Hcst
Raet1l,Hcst
Ggt1,Gpr17
Ggt5,Gpr17
Lta4h,Gpr17
Ltc4s,Cysltr1
Ltc4s,Cysltr2
Alox12,Cysltr1
Alox5,Oxer1
Alox5ap,Oxer1
Ltc4s,Oxer1
Nlgn3,Ptprd
Akr1b1,Ptgfr
Akr1c3,Ptgdr
Slc18a1,Htr3a
Slc18a1,Htr3b
Slc18a1,Htr3c
Slc18a1,Htr3d
Tph1,Htr3a
Tph1,Htr3b
Tph1,Htr3c
Tph1,Htr3d
Tph2,Htr3a
Tph2,Htr3b
Tph2,Htr3c
Tph2,Htr3d
Slc18a2,Htr3a
Slc18a2,Htr3b
Slc18a2,Htr3c
Slc18a2,Htr3d
Slc6a4,Htr3a
Slc6a4,Htr3b
Slc6a4,Htr3c
Slc6a4,Htr3d
Spx,Gpr151
Tafa1,Cmklr2
Tafa5,Fpr2
Tafa5,S1pr2
Tgfb1,Acvr1
Tgfb3,Acvr1
Vwf,Gp1bb
Cer1,Wnt1
Sfrp4,Wnt1
Sfrp5,Wnt1
Frzb,Wnt10a
Cer1,Wnt11
Sfrp1,Wnt11
Sfrp2,Wnt11
Sfrp4,Wnt11
Sfrp5,Wnt11
Cer1,Wnt16
Frzb,Wnt16
Sfrp1,Wnt16
Sfrp2,Wnt16
Sfrp4,Wnt16
Sfrp5,Wnt16
Wif1,Wnt16
Cer1,Wnt2
Frzb,Wnt2
Sfrp2,Wnt2
Sfrp4,Wnt2
Sfrp5,Wnt2
Wif1,Wnt2
Cer1,Wnt2b
Frzb,Wnt2b
Sfrp1,Wnt2b
Sfrp2,Wnt2b
Sfrp4,Wnt2b
Sfrp5,Wnt2b
Wif1,Wnt2b
Cer1,Wnt3
Frzb,Wnt3
Sfrp1,Wnt3
Sfrp2,Wnt3
Sfrp4,Wnt3
Sfrp5,Wnt3
Wif1,Wnt3
Cer1,Wnt3a
Sfrp4,Wnt3a
Sfrp5,Wnt3a
Cer1,Wnt4
Frzb,Wnt4
Sfrp4,Wnt4
Sfrp5,Wnt4
Cer1,Wnt5a
Sfrp4,Wnt5a
Sfrp5,Wnt5a
Cer1,Wnt5b
Sfrp1,Wnt5b
Sfrp2,Wnt5b
Sfrp4,Wnt5b
Sfrp5,Wnt5b
Cer1,Wnt6
Frzb,Wnt6
Sfrp1,Wnt6
Sfrp2,Wnt6
Inha,Acvr1c
Sfrp4,Wnt6
Sfrp5,Wnt6
Wif1,Wnt6
Cer1,Wnt7a
Frzb,Wnt7a
Sfrp1,Wnt7a
Sfrp2,Wnt7a
Sfrp5,Wnt7a
Cer1,Wnt7b
Frzb,Wnt7b
Sfrp1,Wnt7b
Sfrp2,Wnt7b
Sfrp4,Wnt7b
Sfrp5,Wnt7b
Wif1,Wnt7b
Cer1,Wnt8a
Sfrp1,Wnt8a
Sfrp2,Wnt8a
Sfrp4,Wnt8a
Sfrp5,Wnt8a
Cer1,Wnt8b
Frzb,Wnt8b
Sfrp1,Wnt8b
Sfrp2,Wnt8b
Sfrp4,Wnt8b
Sfrp5,Wnt8b
Wif1,Wnt8b
Cer1,Wnt9a
Frzb,Wnt9a
Sfrp1,Wnt9a
Sfrp2,Wnt9a
Sfrp4,Wnt9a
Sfrp5,Wnt9a
Cer1,Wnt9b
Frzb,Wnt9b
Sfrp1,Wnt9b
Sfrp2,Wnt9b
Sfrp4,Wnt9b
Sfrp5,Wnt9b
Wif1,Wnt9b
Inha,Acvr1b
Alb,B2m
Alb,Fcgrt
Clu,Trem2
Clu,Tyrobp
Crlf2,Crlf2
Crlf2,Il7r
Crlf2,Tslp
Ervh48-1,Slc1a5
Nsmf,Gnrhr
Penk,Ghsr
Tslp,Tslp
Tyrobp,Cd44
Firrm,Plscr4
Cfap276,Plscr4
Calm1,Abca1
Calm1,Plpp6
Calm2,Abca1
Calm3,Abca1
Calm3,Plpp6
Dusp18,Itga1
Dusp18,Itga2
Dusp18,Itga7
Pik3cd-as1,Ly6g6c
Pik3cd-as1,Slc16a4
Uba52,Agtr1
Uba52,Egfr
Uba52,Tgfbr2
B4dxg7,Epha1
Epha1,B4dxg7
F8wcm8,Efna5
Efna5,F8wcm8
A0a087wws6,Ifnar1
Il13,A0a2r8ye73
M0r343,Cdh7
Npy,Npy4r2
Ntn1,H0y8r2
Ntn1,C9j2b6
